"centrale_serial";"lecteur_serial"
"1101-2625000576";"22465200002400002b00002625001306"
"1101-2625000925";"22465200002400002b00002625001574"
"1101-2625000530";"22465200002400002b00002625001304"
"1101-2625001283";"22465200002400002b00002625001365"
"1101-2625001140";"22465200002400002b00002625001637"
"1101-2625000438";"22465200002400002b00002625001687"
"1101-2625001236";"22465200002400002b00002625001489"
"1101-2524001472";"22465200002400002b00002625001259"
"1101-2524000972";"22465200002400002b00002625001255"
"1101-2625000577";"22465200002400002b00002625001803"
"1101-2625000624";"22465200002400002b00002625001694"
"1101-2625000724";"22465200002400002b00002625001265"
"1101-2625001060";"22465200002400002b00002525000696"
"1101-2625000399";"22465200002400002b00002525000722"
"1101-2625000800";"22465200002400002b00002525000715"
"1101-2524000913";"22465200002400002b00002525000731"
"1101-2625000447";"22465200002400002b00002525000716"
"1101-2625000775";"22465200002400002b00002525000705"
"1101-2625001031";"22465200002400002b00002525000730"
"1101-2625000254";"22465200002400002b00002525000725"
"1101-2524000928";"22465200002400002b00002625001953"
"1101-2524000897";"22465200002400002b00002525000720"
"1101-2524001463";"22465200002400002b00002525000729"
"1101-2625000633";"22465200002400002b00002525000724"
"1101-2625001178";"22465200002400002b00002525000719"
"1101-2524000901";"22465200002400002b00002525000727"
"1101-2625001100";"22465200002400002b00002525000723"
"1101-2625000741";"22465200002400002b00002525000747"
"1101-2625000805";"22465200002400002b00002525000708"
"1101-2625000774";"22465200002400002b00002525000788"
"1101-2625000714";"22465200002400002b00002525000749"
"1101-2625000488";"22465200002400002b00002525000737"
"1101-2625000706";"22465200002400002b00002525000738"
"1101-2625001088";"22465200002400002b00002525000741"
"1101-2625000920";"22465200002400002b00002525000761"
"1101-2625000430";"22465200002400002b00002525000735"
"1101-2524000927";"22465200002400002b00002525000740"
"1101-2524001167";"22465200002400002b00002525000733"
"1101-2625000675";"22465200002400002b00002525000742"
"1101-2625000926";"22465200002400002b00002525000743"
"1101-2625001115";"22465200002400002b00002525000744"
"1101-2625001239";"22465200002400002b00002525000745"
"1101-2625001250";"22465200002400002b00002525000748"
"1101-2625001062";"22465200002400002b00002525000750"
"1101-2625000798";"22465200002400002b00002525000746"
"1101-2625000709";"22465200002400002b00002525000813"
"1101-2549000471";"22465200002400002b00002525000812"
"1101-2549000465";"22465200002400002b00002525000798"
"1101-2549000514";"22465200002400002b00002525000807"
"1101-2532001656";"22465200002400002b00002525000809"
"1101-2625000378";"22465200002400002b00002525000751"
"1101-2625000400";"22465200002400002b00002525000789"
"1101-2625001150";"22465200002400002b00002525000712"
"1101-2625001108";"22465200002400002b00002525000711"
"1101-2625001039";"22465200002400002b00002525000713"
"1101-2524001496";"22465200002400002b00002525000703"
"1101-2532001581";"22465200002400002b00002525000693"
"1101-2625001276";"22465200002400002b00002525000692"
"1101-2524001458";"22465200002400002b00002525000695"
"1101-2524001516";"22465200002400002b00002625001249"
"1101-2524001042";"22465200002400002b00002625000974"
"1101-2625000769";"22465200002400002b00002625001697"
"1101-2548000505";"22465200002400002b00002625001727"
"1101-2524001504";"22465200002400002b00002625001266"
"1101-2524001374";"22465200002400002b00002625001695"
"1101-2524001174";"22465200002400002b00002625001254"
"1101-2524001341";"22465200002400002b00002625001813"
"1101-2524001172";"22465200002400002b00002625001260"
"1101-2625000387";"22465200002400002b00002625001756"
"1101-2524000399";"22465200002400002b00002625001325"
"1101-2625000981";"22465200002400002b00002625000887"
"1101-2625000974";"22465200002400002b00002625001741"
"1101-2625000759";"22465200002400002b00002625001434"
"1101-2625000604";"22465200002400002b00002625001488"
"1101-2524001227";"22465200002400002b00002625001412"
"1101-2532000483";"22465200002400002b00002625000964"
"1101-2524000476";"22465200002400002b00002625001543"
"1101-2524001597";"22465200002400002b00002625001597"
"1101-2524001363";"22465200002400002b00002625001263"
"1101-2532000830";"22465200002400002b00002625001330"
"1101-2524000376";"22465200002400002b00002625001264"
"1101-2625000514";"22465200002400002b00002625000883"
"1101-2524000477";"22465200002400002b00002625001532"
"1101-2625000279";"22465200002400002b00002625001297"
"1101-2625001055";"22465200002400002b00002625001359"
"1101-2625001085";"22465200002400002b00002625001299"
"1101-2532001331";"22465200002400002b00002625001552"
"1101-2532000848";"22465200002400002b00002625001538"
"1101-2625001078";"22465200002400002b00002625000885"
"1101-2524001061";"22465200002400002b00002625001625"
"1101-2625000383";"22465200002400002b00002625001733"
"1101-2625001059";"22465200002400002b00002625000884"
"1101-2625001102";"22465200002400002b00002625001599"
"1101-2625001003";"22465200002400002b00002625001630"
"1101-2625000531";"22465200002400002b00002625001737"
"1101-2625000281";"22465200002400002b00002625001604"
"1101-2524001584";"22465200002400002b00002625001603"
"1101-2625000954";"22465200002400002b00002625000891"
"1101-2625000631";"22465200002400002b00002625001718"
"1101-2625000469";"22465200002400002b00002625001911"
"1101-2625001061";"22465200002400002b00002625001577"
"1101-2625000450";"22465200002400002b00002625001565"
"1101-2625000462";"22465200002400002b00002625001320"
"1101-2625000620";"22465200002400002b00002625001357"
"1101-2625000341";"22465200002400002b00002625001553"
"1101-2625001273";"22465200002400002b00002625001570"
"1101-2625001063";"22465200002400002b00002625001575"
"1101-2625001000";"22465200002400002b00002625001373"
"1101-2625000995";"22465200002400002b00002625001360"
"1101-2625000475";"22465200002400002b00002625001317"
"1101-2625001079";"22465200002400002b00002625001579"
"1101-2625001064";"22465200002400002b00002625001358"
"1101-2532000180";"22465200002400002b00002625001405"
"1101-2625000520";"22465200002400002b00002625001363"
"1101-2625000437";"22465200002400002b00002625001414"
"1101-2625000216";"22465200002400002b00002625001310"
"1101-2625000625";"22465200002400002b00002625001352"
"1101-2625001270";"22465200002400002b00002625001715"
"1101-2625001249";"22465200002400002b00002625001428"
"1101-2625000194";"22465200002400002b00002625001795"
"1101-2625000433";"22465200002400002b00002625001788"
"1101-2625001004";"22465200002400002b00002625001793"
"1101-2625001092";"22465200002400002b00002625001419"
"1101-2625001087";"22465200002400002b00002625001753"
"1101-2625000792";"22465200002400002b00002625001895"
"1101-2625001033";"22465200002400002b00002625001900"
"1101-2625000932";"22465200002400002b00002625001901"
"1101-2625001077";"22465200002400002b00002625001745"
"1101-2625001081";"22465200002400002b00002625001731"
"1101-2625001073";"22465200002400002b00002625001750"
"1101-2625001069";"22465200002400002b00002625001904"
"1101-2625001018";"22465200002400002b00002625001215"
"1101-2625001010";"22465200002400002b00002625001724"
"1101-2625001008";"22465200002400002b00002625001789"
"1101-2532001319";"22465200002400002b00002625001430"
"1101-2625001075";"22465200002400002b00002625001743"
"1101-2625000525";"22465200002400002b00002625001660"
"1101-2625001016";"22465200002400002b00002625001431"
"1101-2524001263";"22465200002400002b00002625001892"
"1101-2625000803";"22465200002400002b00002525000755"
"1101-2524001011";"22465200002400002b00002525000764"
"1101-2625000670";"22465200002400002b00002525000787"
"1101-2524001022";"22465200002400002b00002525000784"
"1101-2532000619";"22465200002400002b00002525000758"
"1101-2524001198";"22465200002400002b00002625001779"
"1101-2625000750";"22465200002400002b00002625000893"
"1101-2524001024";"22465200002400002b00002625001622"
"1101-2524001387";"22465200002400002b00002525000752"
"1101-2524001394";"22465200002400002b00002525000756"
"1101-2625000420";"22465200002400002b00002525000767"
"1101-2625000140";"22465200002400002b00002525000773"
"1101-2524001114";"22465200002400002b00002525000774"
"1101-2524001014";"22465200002400002b00002525000778"
"1101-2625000214";"22465200002400002b00002525000775"
"1101-2625000824";"22465200002400002b00002525000768"
"1101-2625001131";"22465200002400002b00002525000757"
"1101-2524000993";"22465200002400002b00002525000763"
"1101-2625001198";"22465200002400002b00002525000759"
"1101-2625001094";"22465200002400002b00002525000776"
"1101-2524001171";"22465200002400002b00002525000762"
"1101-2524001006";"22465200002400002b00002625001897"
"1101-2524000998";"22465200002400002b00002625001200"
"1101-2625000789";"22465200002400002b00002625001650"
"1101-2625001074";"22465200002400002b00002625001498"
"1101-2524001118";"22465200002400002b00002625001651"
"1101-2524001324";"22465200002400002b00002625001791"
"1101-2524001052";"22465200002400002b00002625001653"
"1101-2524001158";"22465200002400002b00002625001735"
"1101-2524000996";"22465200002400002b00002625000981"
"1101-2625001001";"22465200002400002b00002625001893"
"1101-2524001182";"22465200002400002b00002625001275"
"1101-2524001123";"22465200002400002b00002625001423"
"1101-2524001002";"22465200002400002b00002625001620"
"1101-2524001543";"22465200002400002b00002625001534"
"1001-2526000155";"22465200002400002b00002625000952"
"1101-2625000158";"22465200002400002b00002625000987"
"1101-2524000987";"22465200002400002b00002625001826"
"1101-2625000749";"22465200002400002b00002625001323"
"1101-2625000540";"22465200002400002b00002625001830"
"1101-2524001409";"22465200002400002b00002625001171"
"1101-2524000981";"22465200002400002b00002524000443"
"1101-2524000999";"22465200002400002b00002625001536"
"1101-2625000690";"22465200002400002b00002524000482"
"1101-2625001083";"22465200002400002b00002625001327"
"1101-2625000729";"22465200002400002b00002625001601"
"1101-2524001364";"22465200002400002b00002625001714"
"1101-2625001204";"22465200002400002b00002625001103"
"1001-2526000156";"22465200002400002b00002625001596"
"1101-2524000978";"22465200002400002b00002625001176"
"1001-2526000154";"22465200002400002b00002524000684"
"1001-2526000143";"22465200002400002b00002524000555"
"1101-2524001072";"22465200002400002b00002524000437"
"1101-2625000582";"22465200002400002b00002524000439"
"1101-2524001054";"22465200002400002b00002524000588"
"1101-2524001113";"22465200002400002b00002524000690"
"1001-2550000352";"22465200002400002b00002625001883"
"1101-2625000317";"22465200002400002b00002625001313"
"1101-2604906496";"22465200002400002b00002625000881"
"1101-2625001285";"22465200002400002b00002625001053"
"1101-2524001109";"22465200002400002b00002625001064"
"1101-2524001017";"22465200002400002b00002625001672"
"1101-2625001151";"22465200002400002b00002625001058"
"1101-2524000956";"22465200002400002b00002625001871"
"1101-2524001068";"22465200002400002b00002625001057"
"1101-2551000071";"22465200002400002b00002625000866"
"1101-2524001081";"22465200002400002b00002625000979"
"1101-2524001411";"22465200002400002b00002625000956"
"1101-2625000196";"22465200002400002b00002625001866"
"1101-2524001177";"22465200002400002b00002625001089"
"1101-2524001126";"22465200002400002b00002625001091"
"1101-2625000717";"22465200002400002b00002625001394"
"1101-2524001127";"22465200002400002b00002625001683"
"1101-2524001051";"22465200002400002b00002625001071"
"1101-2625000796";"22465200002400002b00002625001406"
"1101-2625000828";"22465200002400002b00002625001277"
"1101-2543000061";"22465200002400002b00002625001059"
"1101-2524001053";"22465200002400002b00002524000795"
"1101-2524000991";"22465200002400002b00002524000470"
"1101-2524001162";"22465200002400002b00002625000971"
"1101-2625000318";"22465200002400002b00002625001728"
"1101-2625000682";"22465200002400002b00002625001217"
"1101-2524001004";"22465200002400002b00002625000991"
"1101-2524001059";"22465200002400002b00002625000972"
"1101-2524001071";"22465200002400002b00002625001801"
"1101-2524001067";"22465200002400002b00002625001580"
"1101-2524001253";"22465200002400002b00002625001529"
"1101-2524001041";"22465200002400002b00002625001679"
"1101-2524001012";"22465200002400002b00002625001569"
"1101-2625000143";"22465200002400002b00002625001473"
"1101-2524000979";"22465200002400002b00002625001836"
"1101-2524000977";"22465200002400002b00002625001832"
"1101-2625001247";"22465200002400002b00002625001114"
"1101-2524001262";"22465200002400002b00002625001485"
"1101-2524001036";"22465200002400002b00002625001181"
"1101-2524001027";"22465200002400002b00002625001524"
"1101-2625000605";"22465200002400002b00002625001519"
"1101-2625000935";"22465200002400002b00002625001369"
"1101-2625001209";"22465200002400002b00002625001296"
"1101-2625000513";"22465200002400002b00002625001087"
"1101-2524000879";"22465200002400002b00002625001376"
"1101-2625001012";"22465200002400002b00002625001571"
"1101-2625000424";"22465200002400002b00002625001029"
"1101-2625001013";"22465200002400002b00002625001021"
"1101-2625000963";"22465200002400002b00002625001824"
"1101-2625001122";"22465200002400002b00002625001585"
"1101-2625000512";"22465200002400002b00002625001929"
"1101-2524000836";"22465200002400002b00002625001566"
"1101-2625000918";"22465200002400002b00002625001025"
"1101-2524000887";"22465200002400002b00002625001480"
"1101-2625000191";"22465200002400002b00002625001020"
"1101-2625000351";"22465200002400002b00002625001353"
"1101-2524000827";"22465200002400002b00002625001403"
"1101-2625001278";"22465200002400002b00002625001362"
"1101-2625000712";"22465200002400002b00002625001921"
"1101-2532000744";"22465200002400002b00002625001386"
"1101-2625000508";"22465200002400002b00002625001379"
"1101-2524000882";"22465200002400002b00002625001941"
"1101-2625000205";"22465200002400002b00002625001054"
"1101-2532000440";"22465200002400002b00002625000907"
"1101-2524000848";"22465200002400002b00002625001438"
"1101-2625001025";"22465200002400002b00002625001388"
"1101-2625000371";"22465200002400002b00002625000878"
"1101-2625000353";"22465200002400002b00002625000869"
"1101-2625000427";"22465200002400002b00002625000870"
"1101-2625000501";"22465200002400002b00002625001710"
"1101-2506000095";"22465200002400002b00002625001062"
"1101-2532000685";"22465200002400002b00002625001691"
"1101-2532000445";"22465200002400002b00002625001191"
"1101-2537001824";"22465200002400002b00002625001061"
"1101-2625001054";"22465200002400002b00002625001291"
"1101-2532000981";"22465200002400002b00002625001674"
"1101-2625000922";"22465200002400002b00002625000863"
"1101-2524000846";"22465200002400002b00002625000921"
"1101-2625000210";"22465200002400002b00002625000871"
"1101-2532000434";"22465200002400002b00002625000919"
"1101-2625000160";"22465200002400002b00002625001504"
"1101-2625000443";"22465200002400002b00002625001429"
"1101-2532000948";"22465200002400002b00002625001906"
"1101-2625000694";"22465200002400002b00002625001621"
"1101-2532000695";"22465200002400002b00002625001199"
"1101-2625000397";"22465200002400002b00002625001436"
"1101-2625000407";"22465200002400002b00002625001613"
"1101-2625000773";"22465200002400002b00002625001719"
"1101-2625000207";"22465200002400002b00002625001751"
"1101-2625001009";"22465200002400002b00002625001220"
"1101-2625000151";"22465200002400002b00002625001212"
"1101-2625001040";"22465200002400002b00002625001427"
"1101-2625001035";"22465200002400002b00002625001905"
"1101-2625000215";"22465200002400002b00002625001269"
"1101-2625000460";"22465200002400002b00002625001717"
"1101-2543000494";"22465200002400002b00002625001415"
"1101-2532001548";"22465200002400002b00002625001712"
"1101-2532001379";"22465200002400002b00002625001894"
"1101-2625000570";"22465200002400002b00002625001716"
"1101-2625000471";"22465200002400002b00002625001210"
"1101-2625000664";"22465200002400002b00002625001421"
"1101-2625001032";"22465200002400002b00002625001754"
"1101-2625000312";"22465200002400002b00002625001202"
"1101-2625000541";"22465200002400002b00002625001424"
"1101-2625000374";"22465200002400002b00002625001713"
"1101-2625000139";"22465200002400002b00002625001221"
"1101-2625001253";"22465200002400002b00002625001229"
"1101-2625001020";"22465200002400002b00002625000967"
"1101-2625001170";"22465200002400002b00002625001495"
"1101-2625000956";"22465200002400002b00002625001461"
"1101-2625000346";"22465200002400002b00002625001417"
"1101-2625000515";"22465200002400002b00002625001792"
"1101-2625001011";"22465200002400002b00002625001752"
"1101-2625000743";"22465200002400002b00002625001749"
"1101-2625000390";"22465200002400002b00002625001798"
"1101-2625001267";"22465200002400002b00002625001422"
"1101-2625000950";"22465200002400002b00002625001333"
"1101-2625001265";"22465200002400002b00002625001649"
"1101-2625000548";"22465200002400002b00002625001903"
"1101-2625000463";"22465200002400002b00002625001736"
"1101-2625000942";"22465200002400002b00002625001602"
"1101-2625000609";"22465200002400002b00002625001201"
"1101-2625000206";"22465200002400002b00002625001328"
"1101-2625000755";"22465200002400002b00002625001505"
"1101-2625000509";"22465200002400002b00002524000600"
"1101-2625000457";"22465200002400002b00002524000509"
"1101-2625000282";"22465200002400002b00002524000448"
"1101-2625000658";"22465200002400002b00002524000485"
"1101-2625000587";"22465200002400002b00002524000495"
"1101-2625000260";"22465200002400002b00002524000498"
"1101-2625000202";"22465200002400002b00002524000494"
"1101-2625001097";"22465200002400002b00002524000504"
"1101-2625000319";"22465200002400002b00002524000610"
"1101-2532000199";"22465200002400002b00002524000408"
"1101-2625000316";"22465200002400002b00002524000469"
"1101-2625000223";"22465200002400002b00002524000503"
"1101-2625000332";"22465200002400002b00002524000488"
"1101-2625000543";"22465200002400002b00002524000489"
"1101-2625000175";"22465200002400002b00002524000477"
"1101-2625001005";"22465200002400002b00002524000480"
"1101-2625001093";"22465200002400002b00002524000594"
"1101-2625000584";"22465200002400002b00002524000474"
"1101-2625000402";"22465200002400002b00002524000484"
"1101-2543000663";"22465200002400002b00002524000419"
"1101-2625000799";"22465200002400002b00002524000679"
"1101-2625001282";"22465200002400002b00002524000475"
"1101-2625000683";"22465200002400002b00002524000505"
"1101-2532001418";"22465200002400002b00002625001055"
"1101-2532001606";"22465200002400002b00002625001097"
"1101-2625000181";"22465200002400002b00002625001915"
"1101-2625000156";"22465200002400002b00002625001781"
"1101-2604000534";"22465200002400002b00002625000908"
"1101-2625000359";"22465200002400002b00002625000892"
"1101-2625000538";"22465200002400002b00002625001095"
"1101-2549000403";"22465200002400002b00002625001093"
"1101-2524000839";"22465200002400002b00002625001044"
"1101-2625000391";"22465200002400002b00002625001913"
"1101-2625000362";"22465200002400002b00002625001654"
"1101-2625000401";"22465200002400002b00002625001890"
"1101-2625000593";"22465200002400002b00002625001917"
"1101-2625000150";"22465200002400002b00002625001322"
"1101-2625001027";"22465200002400002b00002625000920"
"1101-2625000180";"22465200002400002b00002625001500"
"1101-2625001245";"22465200002400002b00002625001227"
"1101-2532001666";"22465200002400002b00002625001639"
"1101-2625000271";"22465200002400002b00002625001652"
"1101-2532001042";"22465200002400002b00002625000980"
"1101-2524001377";"22465200002400002b00002625001455"
"1101-2625000544";"22465200002400002b00002625001341"
"1101-2625000393";"22465200002400002b00002625001648"
"1101-2625000993";"22465200002400002b00002625001235"
"1101-2625000200";"22465200002400002b00002625001797"
"1101-2625000164";"22465200002400002b00002625001759"
"1101-2524000894";"22465200002400002b00002625001324"
"1101-2532000323";"22465200002400002b00002625001152"
"1101-2625000392";"22465200002400002b00002625001022"
"1101-2537001914";"22465200002400002b00002625001032"
"1101-2625001021";"22465200002400002b00002625001167"
"1101-2524000831";"22465200002400002b00002625001014"
"1101-2625000654";"22465200002400002b00002625001562"
"1101-2625000915";"22465200002400002b00002625001031"
"1101-2625001099";"22465200002400002b00002625001319"
"1101-2625000285";"22465200002400002b00002625001028"
"1101-2524000852";"22465200002400002b00002625001015"
"1101-2625001105";"22465200002400002b00002625001935"
"1101-2625000193";"22465200002400002b00002625001372"
"1101-2625001213";"22465200002400002b00002625001023"
"1101-2625000142";"22465200002400002b00002625001820"
"1101-2625000473";"22465200002400002b00002625001012"
"1101-2625000169";"22465200002400002b00002625001009"
"1101-2625000659";"22465200002400002b00002625001036"
"1101-2625000166";"22465200002400002b00002625001646"
"1101-2625000671";"22465200002400002b00002625001812"
"1101-2625001101";"22465200002400002b00002625001814"
"1101-2524001368";"22465200002400002b00002625001767"
"1101-2625000809";"22465200002400002b00002625001256"
"1101-2625000323";"22465200002400002b00002625001808"
"1101-2625000489";"22465200002400002b00002625001700"
"1101-2625000497";"22465200002400002b00002625001655"
"1101-2625001123";"22465200002400002b00002625001633"
"1101-2625000594";"22465200002400002b00002625001226"
"1101-2532001320";"22465200002400002b00002625001764"
"1101-2625000975";"22465200002400002b00002625001705"
"1101-2625000673";"22465200002400002b00002625001810"
"1101-2625000192";"22465200002400002b00002625001160"
"1101-2551000154";"22465200002400002b00002625001258"
"1101-2625001210";"22465200002400002b00002625001766"
"1101-2625001203";"22465200002400002b00002625001632"
"1101-2625001202";"22465200002400002b00002625001047"
"1101-2625000363";"22465200002400002b00002625001451"
"1101-2625000144";"22465200002400002b00002625001909"
"1101-2625000700";"22465200002400002b00002625001056"
"1101-2625000535";"22465200002400002b00002625000905"
"1101-2625000168";"22465200002400002b00002625000912"
"1101-2625000212";"22465200002400002b00002625000916"
"1101-2625000152";"22465200002400002b00002625001920"
"1101-2524000878";"22465200002400002b00002625000897"
"1101-2524000847";"22465200002400002b00002625001880"
"1101-2524000302";"22465200002400002b00002625001919"
"1101-2625000707";"22465200002400002b00002625001106"
"1101-2625001199";"22465200002400002b00002625001279"
"1101-2625000315";"22465200002400002b00002625001439"
"1101-2625000354";"22465200002400002b00002625001912"
"1101-2524000849";"22465200002400002b00002625001520"
"1101-2524000853";"22465200002400002b00002625001088"
"1101-2625001195";"22465200002400002b00002625001046"
"1101-2625000665";"22465200002400002b00002625001446"
"1101-2524000842";"22465200002400002b00002625000917"
"1101-2625000979";"22465200002400002b00002625001051"
"1101-2625000358";"22465200002400002b00002625001295"
"1101-2625000522";"22465200002400002b00002625001183"
"1101-2625000367";"22465200002400002b00002625001099"
"1101-2625001212";"22465200002400002b00002625001284"
"1101-2625000179";"22465200002400002b00002625001443"
"1101-2625000366";"22465200002400002b00002625001440"
"1101-2524000826";"22465200002400002b00002625000903"
"1101-2532001615";"22465200002400002b00002625001775"
"1101-2625000657";"22465200002400002b00002625000969"
"1101-2625001167";"22465200002400002b00002625001627"
"1101-2524001354";"22465200002400002b00002625001763"
"1101-2524001373";"22465200002400002b00002625001222"
"1101-2524000884";"22465200002400002b00002625001257"
"1101-2532001368";"22465200002400002b00002625001928"
"1101-2625000333";"22465200002400002b00002625001816"
"1101-2625000141";"22465200002400002b00002625001758"
"1101-2506000319";"22465200002400002b00002625001908"
"1101-2625000626";"22465200002400002b00002625001038"
"1101-2625000313";"22465200002400002b00002625000900"
"1101-2625000677";"22465200002400002b00002625001547"
"1101-2625000174";"22465200002400002b00002625001761"
"1101-2625000527";"22465200002400002b00002625001487"
"1101-2625000511";"22465200002400002b00002625000973"
"1101-2625000304";"22465200002400002b00002625001809"
"1101-2625000504";"22465200002400002b00002625001175"
"1101-2625000161";"22465200002400002b00002524000487"
"1101-2625000708";"22465200002400002b00002625001013"
"1101-2625001120";"22465200002400002b00002625001127"
"1101-2625001026";"22465200002400002b00002625001804"
"1101-2625000495";"22465200002400002b00002625001492"
"1101-2625001211";"22465200002400002b00002625001640"
"1101-2625000987";"22465200002400002b00002625001034"
"1101-2625000816";"22465200002400002b00002625001828"
"1101-2625000678";"22465200002400002b00002625001924"
"1101-2625000355";"22465200002400002b00002625001636"
"1101-2549000443";"22465200002400002b00002625001930"
"1101-2543000505";"22465200002400002b00002625001157"
"1101-2543000491";"22465200002400002b00002625001016"
"1101-2625000611";"22465200002400002b00002524000472"
"1101-2625000178";"22465200002400002b00002524000685"
"1101-2532000993";"22465200002400002b00002625001019"
"1101-2625000791";"22465200002400002b00002625001624"
"1101-2625000328";"22465200002400002b00002625001208"
"1101-2625000474";"22465200002400002b00002625001551"
"1101-2625000339";"22465200002400002b00002625001523"
"1101-2625000444";"22465200002400002b00002625001926"
"1101-2625001165";"22465200002400002b00002625000925"
"1001-2526000207";"22465200002400002b00002625001145"
"1001-2526000177";"22465200002400002b00002625001671"
"1001-2526000192";"22465200002400002b00002625001944"
"1001-2526000179";"22465200002400002b00002625001531"
"1001-2526000190";"22465200002400002b00002625001526"
"1001-2526000208";"22465200002400002b00002625001842"
"1001-2526000185";"22465200002400002b00002625001664"
"1101-2532001616";"22465200002400002b00002625001875"
"1001-2526000191";"22465200002400002b00002625001948"
"1001-2526000187";"22465200002400002b00002625001868"
"1001-2526000182";"22465200002400002b00002625001326"
"1001-2526000189";"22465200002400002b00002625001472"
"1101-2532001269";"22465200002400002b00002625001666"
"1101-2532000901";"22465200002400002b00002625001864"
"1101-2532000892";"22465200002400002b00002625001949"
"1001-2526000188";"22465200002400002b00002625000957"
"1001-2526000186";"22465200002400002b00002625001676"
"1101-2625000288";"22465200002400002b00002625001307"
"1001-2526000181";"22465200002400002b00002625001187"
"1101-2532000970";"22465200002400002b00002625001834"
"1101-2532000877";"22465200002400002b00002625001512"
"1101-2532000943";"22465200002400002b00002625001314"
"1101-2532000458";"22465200002400002b00002625001663"
"1101-2625001201";"22465200002400002b00002625001340"
"1101-2625001256";"22465200002400002b00002625001223"
"1101-2537001906";"22465200002400002b00002625001193"
"1101-2532001661";"22465200002400002b00002625001535"
"1101-2532000965";"22465200002400002b00002625001867"
"1101-2532000750";"22465200002400002b00002535002195"
"1101-2532001398";"22465200002400002b00002535002212"
"1101-2532001403";"22465200002400002b00002535001128"
"1101-2532001098";"22465200002400002b00002535001855"
"1101-2532001351";"22465200002400002b00002625001003"
"1101-2532000881";"22465200002400002b00002535001845"
"1101-2532000366";"22465200002400002b00002535001297"
"1101-2625000650";"22465200002400002b00002535001844"
"1101-2625000382";"22465200002400002b00002535001126"
"1101-2625000302";"22465200002400002b00002535001151"
"1101-2532000463";"22465200002400002b00002535000827"
"1101-2625000296";"22465200002400002b00002535000207"
"1101-2625001121";"22465200002400002b00002535000738"
"1101-2625000937";"22465200002400002b00002535000723"
"1101-2625001259";"22465200002400002b00002535001843"
"1101-2625000403";"22465200002400002b00002535001847"
"1101-2532000967";"22465200002400002b00002535001139"
"1101-2547020059";"22465200002400002b00002535001231"
"1101-2625000630";"22465200002400002b00002535001078"
"1101-2625000723";"22465200002400002b00002535001244"
"1101-2532000730";"22465200002400002b00002535001221"
"1101-2625001171";"22465200002400002b00002535001240"
"1101-2532000391";"22465200002400002b00002535000744"
"1101-2625000924";"22465200002400002b00002535001060"
"1101-2532000274";"22465200002400002b00002535000313"
"1101-2625001103";"22465200002400002b00002535001225"
"1101-2625000265";"22465200002400002b00002535001061"
"1101-2625000957";"22465200002400002b00002535001220"
"1101-2532000582";"22465200002400002b00002535000845"
"1101-2625000695";"22465200002400002b00002535000308"
"1101-2625000273";"22465200002400002b00002535001064"
"1101-2532000261";"22465200002400002b00002535000745"
"1101-2532000755";"22465200002400002b00002535002214"
"1101-2532001103";"22465200002400002b00002535000116"
"1101-2625001091";"22465200002400002b00002535000884"
"1101-2532001406";"22465200002400002b00002535001300"
"1101-2532001187";"22465200002400002b00002625001346"
"1101-2625000439";"22465200002400002b00002535001222"
"1101-2532001397";"22465200002400002b00002535000836"
"1101-2532000834";"22465200002400002b00002535001207"
"1101-2625000999";"22465200002400002b00002535001072"
"1101-2532001259";"22465200002400002b00002535002194"
"1101-2532001464";"22465200002400002b00002535001305"
"1101-2532000626";"22465200002400002b00002535000743"
"1101-2625000256";"22465200002400002b00002535001218"
"1101-2625000779";"22465200002400002b00002535000249"
"1101-2532001307";"22465200002400002b00002535002216"
"1101-2625001090";"22465200002400002b00002535001258"
"1101-2625000801";"22465200002400002b00002535000251"
"1101-2532000580";"22465200002400002b00002535000863"
"1101-2532001526";"22465200002400002b00002535000379"
"1101-2532000719";"22465200002400002b00002535000255"
"1101-2532000771";"22465200002400002b00002535000733"
"1101-2532001491";"22465200002400002b00002535001087"
"1101-2532000782";"22465200002400002b00002535001091"
"1101-2532001141";"22465200002400002b00002535000243"
"1101-2532000870";"22465200002400002b00002535001304"
"1101-2532000452";"22465200002400002b00002535000581"
"1101-2625000453";"22465200002400002b00002535000284"
"1101-2532000860";"22465200002400002b00002535000857"
"1101-2532000609";"22465200002400002b00002535000121"
"1101-2532000542";"22465200002400002b00002535002231"
"1101-2532000806";"22465200002400002b00002535000866"
"1101-2532001623";"22465200002400002b00002535000740"
"1101-2532000462";"22465200002400002b00002535000571"
"1101-2532000994";"22465200002400002b00002535000784"
"1101-2532001280";"22465200002400002b00002535000576"
"1101-2532000853";"22465200002400002b00002535001180"
"1101-2532001081";"22465200002400002b00002535001096"
"1101-2532000795";"22465200002400002b00002535000874"
"1101-2532000832";"22465200002400002b00002535000924"
"1101-2532000864";"22465200002400002b00002535001095"
"1101-2532000693";"22465200002400002b00002535000122"
"1101-2532000827";"22465200002400002b00002535000114"
"1101-2532001036";"22465200002400002b00002535002215"
"1101-2532001043";"22465200002400002b00002625001471"
"1101-2625000481";"22465200002400002b00002535001099"
"1101-2625000697";"22465200002400002b00002535001094"
"1101-2625000291";"22465200002400002b00002535000570"
"1101-2532001308";"22465200002400002b00002535001146"
"1101-2532001336";"22465200002400002b00002535001184"
"1101-2532001143";"22465200002400002b00002535001204"
"1101-2532000302";"22465200002400002b00002535001186"
