"centrale_serial";"lecteur_serial"
"1101-2524001439";"22465200002400002b00002543002884"
"1101-2537002239";"22465200002400002b00002535000098"
"1101-2537002144";"22465200002400002b00002535000234"
"1101-2532000531";"22465200002400002b00002543002790"
"1101-2537002145";"22465200002400002b00002535000276"
"1101-2537001976";"22465200002400002b00002543003054"
"1101-2537001969";"22465200002400002b00002535000131"
"1101-2532000966";"22465200002400002b00002535000596"
"1101-2532001230";"22465200002400002b00002535001777"
"1101-2532000677";"22465200002400002b00002535001526"
"1101-2532001475";"22465200002400002b00002535002150"
"1101-2537002368";"22465200002400002b00002535001940"
"1101-2537002004";"22465200002400002b00002535001798"
"1101-2532000756";"22465200002400002b00002535002165"
"1101-2532000721";"22465200002400002b00002535000937"
"1101-2532000400";"22465200002400002b00002535000791"
"1101-2532001442";"22465200002400002b00002543002744"
"1101-2532001107";"22465200002400002b00002543002996"
"1101-2532000508";"22465200002400002b00002543002361"
"1101-2532000420";"22465200002400002b00002543003067"
"1101-2537002268";"22465200002400002b00002543003072"
"1101-2532001588";"22465200002400002b00002543002427"
"1101-2532001362";"22465200002400002b00002543002964"
"1101-2543000544";"22465200002400002b00002535001328"
"1101-2532000268";"22465200002400002b00002535000530"
"1101-2537001851";"22465200002400002b00002543002981"
"1101-2537002141";"22465200002400002b00002535000939"
"1101-2537002180";"22465200002400002b00002543003048"
"1101-2524000844";"22465200002400002b00002543002583"
"1101-2537002205";"22465200002400002b00002535001583"
"1101-2532000393";"22465200002400002b00002535001503"
"1101-2532001010";"22465200002400002b00002543002574"
"1101-2532000397";"22465200002400002b00002543002637"
"1101-2543000344";"22465200002400002b00002543002780"
"1101-2543000063";"22465200002400002b00002543002568"
"1101-2537002071";"22465200002400002b00002543002983"
"1101-2537002132";"22465200002400002b00002543002532"
"1101-2532001651";"22465200002400002b00002535001814"
"1101-2537001860";"22465200002400002b00002543002873"
"1101-2537002252";"22465200002400002b00002543002717"
"1101-2537001907";"22465200002400002b00002535001169"
"1101-2537002337";"22465200002400002b00002535000902"
"1101-2537001895";"22465200002400002b00002535000900"
"1001-2533000118";"22465200002400002b00002535001825"
"1101-2537001971";"22465200002400002b00002543002984"
"1101-2537001963";"22465200002400002b00002543003055"
"1101-2537002106";"22465200002400002b00002543002549"
"1101-2537002030";"22465200002400002b00002535000633"
"1101-2532001335";"22465200002400002b00002535000279"
"1101-2532001460";"22465200002400002b00002535001984"
"1101-2537002081";"22465200002400002b00002543002603"
"1101-2532001564";"22465200002400002b00002535001433"
"1101-2532000661";"22465200002400002b00002535000280"
"1101-2537002137";"22465200002400002b00002543002966"
"1101-2537001947";"22465200002400002b00002535001246"
"1101-2537001870";"22465200002400002b00002535001245"
"1101-2537002307";"22465200002400002b00002535000057"
"1101-2537001909";"22465200002400002b00002535001236"
"1101-2537002235";"22465200002400002b00002535001250"
"1101-2543000643";"22465200002400002b00002543002360"
"1101-2543000105";"22465200002400002b00002543002447"
"1101-2537002319";"22465200002400002b00002535000794"
"1101-2532001419";"22465200002400002b00002535001335"
"1101-2532001242";"22465200002400002b00002535000773"
"1101-2537002175";"22465200002400002b00002535000143"
"1101-2625000221";"22465200002400002b00002543002439"
"1101-2532000481";"22465200002400002b00002535000253"
"1101-2532000650";"22465200002400002b00002535001952"
"1101-2543000502";"22465200002400002b00002543002562"
"1101-2532000906";"22465200002400002b00002535000922"
"1101-2543000510";"22465200002400002b00002543002418"
"1101-2625000782";"22465200002400002b00002535000107"
"1101-2506000173";"22465200002400002b00002535001704"
"1101-2532000861";"22465200002400002b00002535001453"
"1101-2532000737";"22465200002400002b00002535000748"
"1101-2543000481";"22465200002400002b00002543002582"
"1101-2532000442";"22465200002400002b00002535000598"
"1101-2537002188";"22465200002400002b00002543002667"
"1101-2532000242";"22465200002400002b00002535000126"
"1101-2537002366";"22465200002400002b00002535000044"
"1101-2543000593";"22465200002400002b00002543002782"
"1101-2537002116";"22465200002400002b00002535000304"
"1101-2537002338";"22465200002400002b00002543002464"
"1101-2537001842";"22465200002400002b00002535000070"
"1101-2537002215";"22465200002400002b00002535001366"
"1101-2543000224";"22465200002400002b00002543002703"
"1101-2537002094";"22465200002400002b00002543002887"
"1101-2537001854";"22465200002400002b00002543002686"
"1101-2532001417";"22465200002400002b00002543003056"
"1101-2532001288";"22465200002400002b00002535000195"
"1101-2543000452";"22465200002400002b00002543002564"
"1101-2532000805";"22465200002400002b00002535000677"
"1101-2537002102";"22465200002400002b00002543002596"
"1101-2532000184";"22465200002400002b00002535001746"
"1101-2537002300";"22465200002400002b00002543002791"
"1101-2537001975";"22465200002400002b00002543003060"
"1101-2532001092";"22465200002400002b00002535000038"
"1101-2537001926";"22465200002400002b00002543002814"
"1101-2537001920";"22465200002400002b00002543002953"
"1101-2537002029";"22465200002400002b00002543002448"
"1101-2537002070";"22465200002400002b00002543002776"
"1101-2532000787";"22465200002400002b00002543003057"
"1101-2537001978";"22465200002400002b00002543002900"
"1101-2537002182";"22465200002400002b00002535000672"
"1101-2537002143";"22465200002400002b00002535001693"
"1101-2543000142";"22465200002400002b00002543002852"
"1101-2543000560";"22465200002400002b00002543002478"
"1101-2543000678";"22465200002400002b00002543002685"
"1101-2532000282";"22465200002400002b00002543002986"
"1101-2537002316";"22465200002400002b00002535000911"
"1101-2532001270";"22465200002400002b00002535001877"
"1101-2506000487";"22465200002400002b00002535002246"
"1101-2537002186";"22465200002400002b00002543002357"
"1101-2537001986";"22465200002400002b00002535002260"
"1101-2532000369";"22465200002400002b00002535001075"
"1101-2543000773";"22465200002400002b00002543002936"
"1101-2537002066";"22465200002400002b00002543002662"
"1101-2537002059";"22465200002400002b00002543002837"
"1101-2532000385";"22465200002400002b00002535000583"
"1101-2537002024";"22465200002400002b00002543002749"
"1101-2537002018";"22465200002400002b00002543002411"
"1101-2537001994";"22465200002400002b00002543002948"
"1101-2537001802";"22465200002400002b00002543002794"
"1101-2537001921";"22465200002400002b00002543002406"
"1101-2537002091";"22465200002400002b00002543002414"
"1101-2537001830";"22465200002400002b00002543002796"
"1101-2537001803";"22465200002400002b00002543002501"
"1101-2537002129";"22465200002400002b00002543002798"
"1101-2537002092";"22465200002400002b00002543002799"
"1101-2532001281";"22465200002400002b00002543002412"
"1101-2537001835";"22465200002400002b00002543002868"
"1101-2537002178";"22465200002400002b00002535000109"
"1101-2537001857";"22465200002400002b00002535000221"
"1101-2537002052";"22465200002400002b00002543002938"
"1101-2537002090";"22465200002400002b00002535000749"
"1101-2537002295";"22465200002400002b00002535002109"
"1101-2537001968";"22465200002400002b00002535002115"
"1101-2537002222";"22465200002400002b00002535000853"
"1101-2537001933";"22465200002400002b00002535001230"
"1101-2537002219";"22465200002400002b00002535001395"
"1101-2537001844";"22465200002400002b00002535002117"
"1101-2537001998";"22465200002400002b00002535001234"
"1101-2537001863";"22465200002400002b00002535000750"
"1101-2543000356";"22465200002400002b00002543002827"
"1101-2537002045";"22465200002400002b00002535000226"
"1101-2537001804";"22465200002400002b00002535000100"
"1101-2532001216";"22465200002400002b00002535001823"
"1101-2532000329";"22465200002400002b00002535001804"
"1101-2537002176";"22465200002400002b00002545003220"
"1101-2543000603";"22465200002400002b00002543002990"
"1101-2532000487";"22465200002400002b00002543002546"
"1101-2532001422";"22465200002400002b00002543002695"
"1101-2549000159";"22465200002400002b00002543002353"
"1101-2537002241";"22465200002400002b00002543002613"
"1101-2543000592";"22465200002400002b00002543002760"
"1101-2537002280";"22465200002400002b00002535000825"
"1101-2537001836";"22465200002400002b00002535002205"
"1101-2537002078";"22465200002400002b00002535001690"
"1101-2532000178";"22465200002400002b00002535001546"
"1101-2537002320";"22465200002400002b00002535001965"
"1001-2538000689";"22465200002400002b00002543002738"
"1101-2537001956";"22465200002400002b00002535001912"
"1001-2538000604";"22465200002400002b00002543002722"
"1101-2537002115";"22465200002400002b00002535002152"
"1101-2537001966";"22465200002400002b00002543002496"
"1101-2543000166";"22465200002400002b00002543002517"
"1101-2537001820";"22465200002400002b00002543002741"
"1101-2537002067";"22465200002400002b00002543002485"
"1101-2537002198";"22465200002400002b00002543002991"
"1101-2537002049";"22465200002400002b00002535000103"
"1101-2537001983";"22465200002400002b00002535000277"
"1101-2543000206";"22465200002400002b00002543002916"
"1101-2537002079";"22465200002400002b00002543002615"
"1101-2537001855";"22465200002400002b00002543002518"
"1101-2537002086";"22465200002400002b00002543002655"
"1101-2543000212";"22465200002400002b00002543002383"
"1101-2537002317";"22465200002400002b00002535000821"
"1101-2532000277";"22465200002400002b00002535001162"
"1101-2543000068";"22465200002400002b00002543002438"
"1101-2537002074";"22465200002400002b00002535002199"
"1101-2537001943";"22465200002400002b00002545003243"
"1101-2537002367";"22465200002400002b00002545003210"
"1101-2543000618";"22465200002400002b00002543002923"
"1101-2543000711";"22465200002400002b00002543002381"
"1101-2537001931";"22465200002400002b00002545003328"
"1101-2543000695";"22465200002400002b00002545003284"
"1101-2537002159";"22465200002400002b00002545003277"
"1101-2537002314";"22465200002400002b00002545003246"
"1101-2537002161";"22465200002400002b00002545003231"
"1101-2532000601";"22465200002400002b00002545003393"
"1101-2537002292";"22465200002400002b00002545003254"
"1101-2532000628";"22465200002400002b00002543002750"
"1101-2532001089";"22465200002400002b00002545003216"
"1101-2537001952";"22465200002400002b00002545003185"
"1101-2532000653";"22465200002400002b00002543002907"
"1101-2537002278";"22465200002400002b00002543002554"
"1101-2532000605";"22465200002400002b00002543002557"
"1101-2537002373";"22465200002400002b00002543002802"
"1101-2532001017";"22465200002400002b00002543002530"
"1101-2532001589";"22465200002400002b00002543002975"
"1101-2537002042";"22465200002400002b00002545003298"
"1101-2537001937";"22465200002400002b00002545003189"
"1101-2537002140";"22465200002400002b00002545003208"
"1101-2537002285";"22465200002400002b00002543002653"
"1101-2537002109";"22465200002400002b00002543003023"
"1101-2537001941";"22465200002400002b00002543002593"
"1101-2537001936";"22465200002400002b00002543002958"
"1101-2537002211";"22465200002400002b00002543002525"
"1101-2537002104";"22465200002400002b00002543002527"
"1101-2543000283";"22465200002400002b00002543002420"
"1101-2625000145";"22465200002400002b00002625001760"
"1101-2537002007";"22465200002400002b00002535001398"
"1101-2537002269";"22465200002400002b00002543003019"
"1101-2537002073";"22465200002400002b00002545003244"
"1101-2532001523";"22465200002400002b00002545003252"
"1101-2532001285";"22465200002400002b00002535001358"
"1101-2532000728";"22465200002400002b00002535001928"
"1101-2532000348";"22465200002400002b00002535001672"
"1101-2532001414";"22465200002400002b00002535001539"
"1101-2532000308";"22465200002400002b00002535001581"
"1101-2537002354";"22465200002400002b00002535001345"
"1101-2537002048";"22465200002400002b00002535000055"
"1101-2537002331";"22465200002400002b00002535000631"
"1101-2537001852";"22465200002400002b00002535001496"
"1101-2537002056";"22465200002400002b00002535000904"
"1101-2537002249";"22465200002400002b00002535001752"
"1101-2537002271";"22465200002400002b00002535000174"
"1101-2537002303";"22465200002400002b00002535000541"
"1101-2532001438";"22465200002400002b00002535000228"
"1101-2537002283";"22465200002400002b00002535000182"
"1101-2532000496";"22465200002400002b00002535000764"
"1101-2532001396";"22465200002400002b00002535000059"
"1101-2537002358";"22465200002400002b00002535000063"
"1101-2537002242";"22465200002400002b00002535000184"
"1101-2532001395";"22465200002400002b00002535002101"
"1101-2537001942";"22465200002400002b00002535002146"
"1101-2543000378";"22465200002400002b00002535001053"
"1101-2543000397";"22465200002400002b00002543002467"
"1101-2537002352";"22465200002400002b00002543002431"
"1101-2543000122";"22465200002400002b00002543002713"
"1101-2532000840";"22465200002400002b00002543003064"
"1101-2543000424";"22465200002400002b00002543002569"
"1101-2532001378";"22465200002400002b00002543002800"
"1101-2532000863";"22465200002400002b00002543002390"
"1101-2543000373";"22465200002400002b00002543002437"
"1101-2543000644";"22465200002400002b00002543003070"
"1101-2537001915";"22465200002400002b00002543002658"
"1101-2537002250";"22465200002400002b00002535001492"
"1101-2543000636";"22465200002400002b00002543002404"
"1101-2543000607";"22465200002400002b00002543003081"
"1101-2543000347";"22465200002400002b00002543003080"
"1101-2537002139";"22465200002400002b00002535000754"
"1101-2537002125";"22465200002400002b00002543002803"
"1101-2537002293";"22465200002400002b00002535002151"
"1101-2537002126";"22465200002400002b00002543002888"
"1101-2543000487";"22465200002400002b00002543002623"
"1101-2543000167";"22465200002400002b00002545003446"
"1101-2546000061";"22465200002400002b00002545003230"
"1101-2543000657";"22465200002400002b00002535000060"
"1101-2543000110";"22465200002400002b00002543002913"
"1101-2543000609";"22465200002400002b00002543002648"
"1101-2524000832";"22465200002400002b00002625001060"
"1101-2532001195";"22465200002400002b00002545003233"
"1101-2625000758";"22465200002400002b00002535001275"
"1101-2537002157";"22465200002400002b00002535000841"
"1101-2524001211";"22465200002400002b00002543002671"
"1101-2625000195";"22465200002400002b00002535000257"
"1101-2543000129";"22465200002400002b00002543002632"
"1101-2543000455";"22465200002400002b00002543002572"
"1101-2543000357";"22465200002400002b00002543002999"
"1101-2543000615";"22465200002400002b00002535002026"
"1101-2543000203";"22465200002400002b00002543002563"
"1101-2543000295";"22465200002400002b00002543002819"
"1101-2543000255";"22465200002400002b00002543002510"
"1101-2546000042";"22465200002400002b00002543003075"
"1101-2543000299";"22465200002400002b00002543002641"
"1101-2543000425";"22465200002400002b00002543002810"
"1101-2543000098";"22465200002400002b00002543002555"
"1101-2532001054";"22465200002400002b00002535000860"
"1101-2543000772";"22465200002400002b00002543002537"
"1101-2537002009";"22465200002400002b00002535002241"
"1101-2543000121";"22465200002400002b00002543002590"
"1101-2532000456";"22465200002400002b00002535001314"
"1101-2625000672";"22465200002400002b00002543002528"
"1101-2532001608";"22465200002400002b00002535000138"
"1101-2537002127";"22465200002400002b00002543002886"
"1101-2543000072";"22465200002400002b00002545003316"
"1101-2537002027";"22465200002400002b00002543002663"
"1101-2543000509";"22465200002400002b00002543002706"
"1101-2543000171";"22465200002400002b00002543002804"
"1101-2543000201";"22465200002400002b00002543002489"
"1101-2532001263";"22465200002400002b00002535001605"
"1101-2543000310";"22465200002400002b00002543002463"
"1101-2543000565";"22465200002400002b00002545003188"
"1101-2532000807";"22465200002400002b00002543002736"
"1101-2532001157";"22465200002400002b00002543002393"
"1101-2543000468";"22465200002400002b00002543002575"
"1101-2543000436";"22465200002400002b00002545003239"
"1101-2543000608";"22465200002400002b00002545003400"
"1101-2543000092";"22465200002400002b00002535002003"
"1101-2543000266";"22465200002400002b00002545003430"
"1101-2543000490";"22465200002400002b00002545003198"
"1101-2532000818";"22465200002400002b00002535001167"
"1101-2532001286";"22465200002400002b00002535000123"
"1101-2532001470";"22465200002400002b00002535000932"
"1101-2532000230";"22465200002400002b00002535001514"
"1101-2532001498";"22465200002400002b00002543003052"
"1101-2532001681";"22465200002400002b00002535001765"
"1101-2543000303";"22465200002400002b00002543002618"
"1101-2532000973";"22465200002400002b00002535000287"
"1101-2543000614";"22465200002400002b00002543002838"
"1101-2532001610";"22465200002400002b00002535000607"
"1101-2537002214";"22465200002400002b00002543002519"
"1101-2532000353";"22465200002400002b00002535000161"
"1101-2543000740";"22465200002400002b00002543002910"
"1101-2532001432";"22465200002400002b00002543002558"
"1101-2543000504";"22465200002400002b00002543002599"
"1101-2543000380";"22465200002400002b00002545003305"
"1101-2543000497";"22465200002400002b00002545003222"
"1101-2543000617";"22465200002400002b00002545003261"
"1101-2546000053";"22465200002400002b00002545003283"
"1101-2543000096";"22465200002400002b00002535001998"
"1101-2543000430";"22465200002400002b00002545003228"
"1101-2546000080";"22465200002400002b00002545003310"
"1101-2543000706";"22465200002400002b00002545003386"
"1101-2543000611";"22465200002400002b00002545003301"
"1101-2537002133";"22465200002400002b00002543003053"
"1101-2532001632";"22465200002400002b00002535001294"
"1101-2546000036";"22465200002400002b00002535002000"
"1101-2543000770";"22465200002400002b00002545003234"
"1101-2543000336";"22465200002400002b00002545003209"
"1101-2543000745";"22465200002400002b00002545003275"
"1101-2543000316";"22465200002400002b00002545003364"
"1101-2543000241";"22465200002400002b00002545003320"
"1101-2543000173";"22465200002400002b00002545003355"
"1101-2543000628";"22465200002400002b00002545003288"
"1101-2543000184";"22465200002400002b00002545003190"
"1101-2543000413";"22465200002400002b00002535002006"
"1101-2543000690";"22465200002400002b00002545003259"
"1101-2543000240";"22465200002400002b00002545003312"
"1101-2543000704";"22465200002400002b00002545003319"
"1101-2543000099";"22465200002400002b00002543002477"
"1101-2543000366";"22465200002400002b00002543002442"
"1101-2543000655";"22465200002400002b00002535001365"
"1101-2543000107";"22465200002400002b00002535002004"
"1101-2543000216";"22465200002400002b00002545003278"
"1101-2543000060";"22465200002400002b00002545003325"
"1101-2547000022";"22465200002400002b00002545003207"
"1101-2543000226";"22465200002400002b00002545003203"
"1101-2543000103";"22465200002400002b00002545003443"
"1101-2547000026";"22465200002400002b00002545003436"
"1101-2543000402";"22465200002400002b00002535001382"
"1101-2543000069";"22465200002400002b00002545003389"
"1101-2543000065";"22465200002400002b00002535000506"
"1101-2546000076";"22465200002400002b00002545003232"
"1101-2547000027";"22465200002400002b00002545003180"
"1101-2543000238";"22465200002400002b00002545003371"
"1101-2546000032";"22465200002400002b00002545003238"
"1101-2546000056";"22465200002400002b00002545003221"
"1101-2543000758";"22465200002400002b00002543002834"
"1101-2547000031";"22465200002400002b00002545003412"
"1101-2543000627";"22465200002400002b00002545003223"
"1101-2532001266";"22465200002400002b00002535000064"
"1101-2543000274";"22465200002400002b00002543002846"
"1101-2543000673";"22465200002400002b00002543002433"
"1101-2532000613";"22465200002400002b00002543002673"
"1101-2543000276";"22465200002400002b00002543002925"
"1101-2625000381";"22465200002400002b00002535002200"
"1101-2625000710";"22465200002400002b00002535000191"
"1101-2543000279";"22465200002400002b00002543002747"
"1101-2537001845";"22465200002400002b00002543002598"
"1101-2524001241";"22465200002400002b00002545003397"
"1101-2543000666";"22465200002400002b00002543003024"
"1101-2543000623";"22465200002400002b00002543002469"
"1101-2543000530";"22465200002400002b00002543002848"
"1101-2543000629";"22465200002400002b00002543002608"
"1101-2543000160";"22465200002400002b00002543002698"
"1101-2543000225";"22465200002400002b00002543002387"
"1101-2543000100";"22465200002400002b00002543002972"
"1101-2543000228";"22465200002400002b00002543002392"
"1101-2543000239";"22465200002400002b00002543002400"
"1101-2543000338";"22465200002400002b00002543002845"
"1101-2532000617";"22465200002400002b00002543002409"
"1101-2543000084";"22465200002400002b00002543002591"
"1101-2543000248";"22465200002400002b00002545003214"
"1101-2543000207";"22465200002400002b00002543002386"
"1101-2546000022";"22465200002400002b00002543002946"
"1101-2546000064";"22465200002400002b00002543002394"
"1101-2546000046";"22465200002400002b00002545003224"
"1101-2537002061";"22465200002400002b00002543002957"
"1101-2543000401";"22465200002400002b00002545003255"
"1101-2543000640";"22465200002400002b00002545003410"
"1101-2543000511";"22465200002400002b00002545003292"
"1101-2537002040";"22465200002400002b00002543002840"
"1101-2547020054";"22465200002400002b00002545003330"
"1101-2546000102";"22465200002400002b00002545003176"
"1101-2543000370";"22465200002400002b00002545003192"
"1101-2547020048";"22465200002400002b00002545003205"
"1101-2532000524";"22465200002400002b00002545003294"
"1101-2543000461";"22465200002400002b00002545003384"
"1101-2537002348";"22465200002400002b00002543002660"
"1101-2543000590";"22465200002400002b00002543002426"
"1101-2543000444";"22465200002400002b00002543003059"
"1101-2543000691";"22465200002400002b00002545003306"
"1101-2546000006";"22465200002400002b00002543002413"
"1101-2543000218";"22465200002400002b00002545003250"
"1101-2546000038";"22465200002400002b00002543002423"
"1101-2546000049";"22465200002400002b00002545003300"
"1101-2543000512";"22465200002400002b00002545003272"
"1101-2546000092";"22465200002400002b00002545003260"
"1101-2546000077";"22465200002400002b00002545003414"
"1101-2537002162";"22465200002400002b00002535000622"
"1101-2546000083";"22465200002400002b00002546003738"
"1101-2532001229";"22465200002400002b00002535000102"
"1101-2532000313";"22465200002400002b00002535001748"
"1101-2543000324";"22465200002400002b00002546003568"
"1101-2532000296";"22465200002400002b00002535001755"
"1101-2546000040";"22465200002400002b00002546003597"
"1101-2524000433";"22465200002400002b00002535000366"
"1101-2537001919";"22465200002400002b00002535001401"
"1101-2546000099";"22465200002400002b00002545003217"
"1101-2546000007";"22465200002400002b00002543002947"
"1101-2543000094";"22465200002400002b00002543002813"
"1101-2543000118";"22465200002400002b00002543002643"
"1101-2546000069";"22465200002400002b00002543002952"
"1101-2532001150";"22465200002400002b00002535001730"
"1101-2546000034";"22465200002400002b00002546003539"
"1101-2548000332";"22465200002400002b00002545003303"
"1101-2532001685";"22465200002400002b00002535002155"
"1101-2543000081";"22465200002400002b00002545003333"
"1101-2537002041";"22465200002400002b00002535000526"
"1101-2543000732";"22465200002400002b00002543002926"
"1101-2543000696";"22465200002400002b00002545003406"
"1101-2543000359";"22465200002400002b00002546003595"
"1101-2532001341";"22465200002400002b00002535001714"
"1101-2548000213";"22465200002400002b00002546003641"
"1101-2546000014";"22465200002400002b00002546003747"
"1101-2548000236";"22465200002400002b00002545003396"
"1101-2548000364";"22465200002400002b00002546003664"
"1101-2546000100";"22465200002400002b00002543002533"
"1101-2547000025";"22465200002400002b00002545003376"
"1101-2546000012";"22465200002400002b00002545003379"
"1101-2546000060";"22465200002400002b00002543002398"
"1101-2543000542";"22465200002400002b00002545003211"
"1101-2543000205";"22465200002400002b00002545003200"
"1101-2546000058";"22465200002400002b00002545003175"
"1101-2543000117";"22465200002400002b00002543002877"
"1101-2543000651";"22465200002400002b00002545003338"
"1101-2524001449";"22465200002400002b00002535000521"
"1101-2532000615";"22465200002400002b00002535001336"
"1101-2537002216";"22465200002400002b00002535001689"
"1101-2548000231";"22465200002400002b00002545003453"
"1101-2546000082";"22465200002400002b00002546003593"
"1101-2543000541";"22465200002400002b00002546003770"
"1101-2546000045";"22465200002400002b00002546003634"
"1101-2532000196";"22465200002400002b00002535001680"
"1101-2547000020";"22465200002400002b00002545003429"
"1101-2546000101";"22465200002400002b00002546003527"
"1101-2524001018";"22465200002400002b00002535000054"
"1101-2546000091";"22465200002400002b00002546003734"
"1101-2532000590";"22465200002400002b00002535000908"
"1101-2543000345";"22465200002400002b00002543002627"
"1101-2547020295";"22465200002400002b00002546003619"
"1101-2547000011";"22465200002400002b00002546003512"
"1101-2547000017";"22465200002400002b00002546003733"
"1101-2547000013";"22465200002400002b00002546003712"
"1101-2543000567";"22465200002400002b00002546003517"
"1101-2547020282";"22465200002400002b00002546003633"
"1101-2547020251";"22465200002400002b00002545003351"
"1101-2547020286";"22465200002400002b00002543003039"
"1101-2547020252";"22465200002400002b00002543002922"
"1101-2547020263";"22465200002400002b00002546003667"
"1101-2547020254";"22465200002400002b00002546003536"
"1101-2547020055";"22465200002400002b00002546003624"
"1101-2532001328";"22465200002400002b00002535000152"
"1101-2532000436";"22465200002400002b00002535001801"
"1101-2547000028";"22465200002400002b00002546003720"
"1101-2543000113";"22465200002400002b00002546003721"
"1101-2546000005";"22465200002400002b00002546003731"
"1101-2547000016";"22465200002400002b00002546003513"
"1101-2543000414";"22465200002400002b00002545003226"
"1101-2547000012";"22465200002400002b00002545003204"
"1101-2532001127";"22465200002400002b00002535001367"
"1101-2547020022";"22465200002400002b00002546003600"
"1101-2547020009";"22465200002400002b00002545003470"
"1101-2547020258";"22465200002400002b00002545003456"
"1101-2547020245";"22465200002400002b00002546003535"
"1101-2532000465";"22465200002400002b00002535000141"
"1101-2547020042";"22465200002400002b00002546003627"
"1101-2547020283";"22465200002400002b00002545003343"
"1101-2548000355";"22465200002400002b00002535001388"
"1101-2548000394";"22465200002400002b00002546003523"
"1101-2547020046";"22465200002400002b00002546003709"
"1101-2548000286";"22465200002400002b00002545003476"
"1101-2548000350";"22465200002400002b00002546003753"
"1101-2547020236";"22465200002400002b00002546003610"
"1101-2548000303";"22465200002400002b00002546003748"
"1101-2547020027";"22465200002400002b00002546003553"
"1101-2543000250";"22465200002400002b00002546003580"
"1101-2548000302";"22465200002400002b00002546003671"
"1101-2547020171";"22465200002400002b00002546003578"
"1101-2543000583";"22465200002400002b00002543002902"
"1101-2547020173";"22465200002400002b00002546003702"
"1101-2548000186";"22465200002400002b00002545003350"
"1101-2548000304";"22465200002400002b00002546003737"
"1101-2547020152";"22465200002400002b00002546003699"
"1101-2547020040";"22465200002400002b00002546003606"
"1101-2537002374";"22465200002400002b00002543002541"
"1101-2543000264";"22465200002400002b00002543002540"
"1101-2625000939";"22465200002400002b00002535000176"
"1101-2532001170";"22465200002400002b00002535000244"
"1101-2543000267";"22465200002400002b00002543002930"
"1101-2548000384";"22465200002400002b00002546003562"
"1101-2532000712";"22465200002400002b00002543002867"
"1101-2547020177";"22465200002400002b00002546003605"
"1101-2532001400";"22465200002400002b00002535000587"
"1101-2532001672";"22465200002400002b00002543003086"
"1101-2532000410";"22465200002400002b00002543002560"
"1101-2532000284";"22465200002400002b00002543003000"
"1101-2543000698";"22465200002400002b00002545003394"
"1101-2532000526";"22465200002400002b00002535001438"
"1101-2532001430";"22465200002400002b00002543002875"
"1101-2548000223";"22465200002400002b00002549004394"
"1101-2548000262";"22465200002400002b00002549004501"
"1101-2547020212";"22465200002400002b00002549004244"
"1101-2548000187";"22465200002400002b00002549004262"
"1101-2548000172";"22465200002400002b00002549004472"
"1101-2548000181";"22465200002400002b00002549004251"
"1101-2548000391";"22465200002400002b00002549004509"
"1101-2547020247";"22465200002400002b00002549004228"
"1101-2543000340";"22465200002400002b00002543003005"
"1101-2548000163";"22465200002400002b00002549004307"
"1101-2548000215";"22465200002400002b00002549004469"
"1101-2548000469";"22465200002400002b00002546003604"
"1101-2547020219";"22465200002400002b00002545003344"
"1101-2548000294";"22465200002400002b00002545003466"
"1101-2547020244";"22465200002400002b00002549004451"
"1101-2548000275";"22465200002400002b00002546003575"
"1101-2548000300";"22465200002400002b00002546003693"
"1101-2547020248";"22465200002400002b00002546003642"
"1101-2547020291";"22465200002400002b00002546003524"
"1101-2547020047";"22465200002400002b00002549004529"
"1101-2547020017";"22465200002400002b00002549004202"
"1101-2547020281";"22465200002400002b00002549004542"
"1101-2547020255";"22465200002400002b00002549004446"
"1101-2543000432";"22465200002400002b00002549004290"
"1101-2547020038";"22465200002400002b00002549004477"
"1101-2547020240";"22465200002400002b00002549004534"
"1101-2547020039";"22465200002400002b00002549004454"
"1101-2547020031";"22465200002400002b00002549004372"
"1101-2547020153";"22465200002400002b00002549004179"
"1101-2547020253";"22465200002400002b00002549004404"
"1101-2547020175";"22465200002400002b00002549004278"
"1101-2547020007";"22465200002400002b00002549004405"
"1101-2547020168";"22465200002400002b00002549004208"
"1101-2547020292";"22465200002400002b00002549004215"
"1101-2547020024";"22465200002400002b00002549004440"
"1101-2548000175";"22465200002400002b00002546003540"
"1101-2547020239";"22465200002400002b00002546003563"
"1101-2547020162";"22465200002400002b00002549004553"
"1101-2547020160";"22465200002400002b00002549004371"
"1101-2547020289";"22465200002400002b00002545003487"
"1101-2547020157";"22465200002400002b00002549004189"
"1101-2548000319";"22465200002400002b00002546003629"
"1101-2547020228";"22465200002400002b00002549004376"
"1101-2547020166";"22465200002400002b00002549004289"
"1101-2548000298";"22465200002400002b00002546003598"
"1101-2547020198";"22465200002400002b00002549004517"
"1101-2548000369";"22465200002400002b00002545003474"
"1101-2547020165";"22465200002400002b00002549004259"
"1101-2547020015";"22465200002400002b00002549004184"
"1101-2532000570";"22465200002400002b00002535001524"
"1101-2548000241";"22465200002400002b00002549004474"
"1101-2543000249";"22465200002400002b00002549004532"
"1101-2548000264";"22465200002400002b00002549004445"
"1101-2548000427";"22465200002400002b00002549004317"
"1101-2547020223";"22465200002400002b00002549004439"
"1101-2548000441";"22465200002400002b00002549004522"
"1101-2548000447";"22465200002400002b00002549004386"
"1101-2548000402";"22465200002400002b00002549004416"
"1101-2548000404";"22465200002400002b00002549004491"
"1101-2548000349";"22465200002400002b00002549004304"
